timestamp,px4_alt_m,mocap_alt_m,num_tags_visible,tag_19_visible,bundle_visible,detected_ids
1781618880.3629444,1.287,1.261,0,0,0,[]
1781618880.4044209,1.283,1.256,0,0,0,[]
1781618880.442057,1.281,1.249,2,0,1,"[11, 23]"
1781618880.4744189,1.278,1.246,0,0,0,[]
1781618880.4977493,1.276,1.246,1,0,1,[23]
1781618880.5221581,1.274,1.246,1,0,1,[23]
1781618880.5455065,1.272,1.246,1,0,1,[11]
1781618880.5858133,1.268,1.246,2,0,1,"[11, 23]"
1781618880.6191204,1.265,1.243,1,0,1,[23]
1781618880.6473482,1.261,1.24,0,0,0,[]
1781618880.6925955,1.256,1.234,1,0,1,[23]
1781618880.7334445,1.251,1.224,2,0,1,"[11, 23]"
1781618880.7699573,1.248,1.22,2,0,1,"[11, 23]"
1781618880.80049,1.244,1.22,1,0,1,[23]
1781618880.8306994,1.24,1.22,2,0,1,"[11, 23]"
1781618880.8590512,1.237,1.219,2,0,1,"[11, 23]"
1781618880.8912804,1.233,1.217,1,0,1,[23]
1781618880.9258225,1.229,1.215,1,0,1,[11]
1781618880.9593318,1.225,1.211,0,0,0,[]
1781618880.9955375,1.221,1.195,0,0,0,[]
1781618881.0324037,1.217,1.19,1,0,1,[11]
1781618881.0717978,1.212,1.186,2,0,1,"[11, 23]"
1781618881.1035478,1.207,1.186,0,0,0,[]
1781618881.1449947,1.203,1.186,1,0,1,[23]
1781618881.1811404,1.2,1.186,2,1,1,"[11, 19]"
